CreateBy : WeHaveCookie
Date : 11/22/2013
MapName : FirstMap
SizeMap : 1152 576
SizeSprite : 32
SpriteColumn : 32
SpriteLine : 32
InitPosChar : 0 384
BlockBlocking : 1 2 3
PathSprite : sprite.png
Map :
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	447	448
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480
478	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	480


Background : 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	747	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	779	780	0	0	0	0	0	0	746	747	748	0	0	0	0	0	0	0
0	746	747	747	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	779	780	0	0	0	0	0	0	0
0	778	779	779	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	748	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	780	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0
601	0	0	0	601	0	0	0	0	0	0	593	594	595	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0
633	0	0	0	633	0	0	0	0	0	0	625	626	627	0	0	0	0	0	0	0	633	629	633	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
